id,name,host_id,host_name,host_is_superhost,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_night_bucket,is_superhost,days_since_last_review,availability_status
1001297,Entire home/apt in Harlem,501297,Host1297,f,Manhattan,Harlem,40.806757,-73.954813,Entire home/apt,227.47,1,14,2025-11-22,0.32,1,262,$150-250,False,286.0,Highly Available
1001298,Private room in Park Slope,501298,Host1298,t,Brooklyn,Park Slope,40.663253,-73.925859,Private room,111.91,3,7,2026-06-09,0.19,1,236,$75-150,True,87.0,Highly Available
1001299,Shared room in Hell's Kitchen,501299,Host1299,f,Manhattan,Hell's Kitchen,40.785013,-73.959574,Shared room,86.54,1,15,2026-05-26,0.68,10,90,$75-150,False,101.0,Sometimes Available
1001300,Private room in Midtown,501300,Host1300,t,Manhattan,Midtown,40.75011,-74.010244,Private room,52.2,3,22,2026-02-05,3.15,1,172,$0-75,True,211.0,Sometimes Available
1001301,Hotel room in Upper West Side,501301,Host1301,f,Manhattan,Upper West Side,40.751324,-73.989219,Hotel room,303.89,1,0,,0.0,1,342,$250-400,False,,Highly Available
1001302,Entire home/apt in Astoria,501302,Host1302,f,Queens,Astoria,40.752385,-73.783395,Entire home/apt,243.48,1,51,2026-02-11,1.85,1,0,$150-250,False,205.0,Rarely Available
1001303,Private room in Bushwick,501303,Host1303,f,Brooklyn,Bushwick,40.708388,-73.945708,Private room,155.2,1,14,2026-04-24,0.35,1,157,$150-250,False,133.0,Sometimes Available
1001304,Entire home/apt in Greenpoint,501304,Host1304,f,Brooklyn,Greenpoint,40.709519,-73.938785,Entire home/apt,428.18,1,57,2026-02-14,1.89,1,202,$400+,False,202.0,Highly Available
1001305,Private room in DUMBO,501305,Host1305,f,Brooklyn,DUMBO,40.683502,-73.947733,Private room,82.06,5,6,2026-03-18,0.16,1,205,$75-150,False,170.0,Highly Available
1001306,Entire home/apt in Mott Haven,501306,Host1306,f,Bronx,Mott Haven,40.833702,-73.884946,Entire home/apt,62.84,3,4,2026-05-06,0.25,1,1,$0-75,False,121.0,Rarely Available
1001307,Private room in Upper West Side,501307,Host1307,t,Manhattan,Upper West Side,40.76962,-73.965122,Private room,73.83,1,26,2026-05-01,1.85,1,18,$0-75,True,126.0,Rarely Available
1001308,Private room in Hell's Kitchen,501308,Host1308,f,Manhattan,Hell's Kitchen,40.775995,-73.993594,Private room,20.0,1,7,2026-06-11,0.16,1,365,$0-75,False,85.0,Highly Available
1001309,Private room in Greenpoint,501309,Host1309,f,Brooklyn,Greenpoint,40.679835,-73.919268,Private room,61.43,2,2,2026-06-26,0.09,1,280,$0-75,False,70.0,Highly Available
1001310,Private room in Bushwick,501310,Host1310,f,Brooklyn,Bushwick,40.653901,-73.915119,Private room,74.82,7,4,2026-07-09,0.09,1,28,$0-75,False,57.0,Rarely Available
1001311,Entire home/apt in Upper West Side,501311,Host1311,f,Manhattan,Upper West Side,40.778692,-73.990104,Entire home/apt,484.38,1,13,2026-07-05,1.17,1,225,$400+,False,61.0,Highly Available
1001312,Shared room in Upper West Side,501312,Host1312,f,Manhattan,Upper West Side,40.763604,-73.957023,Shared room,94.22,5,25,2025-07-04,0.97,5,12,$75-150,False,427.0,Rarely Available
1001313,Entire home/apt in Williamsburg,501313,Host1313,f,Brooklyn,Williamsburg,40.691803,-73.923199,Entire home/apt,135.45,2,9,2026-07-24,0.74,10,147,$75-150,False,42.0,Sometimes Available
1001314,Shared room in Riverdale,501314,Host1314,t,Bronx,Riverdale,40.818117,-73.935178,Shared room,38.03,2,7,2025-10-18,0.21,1,304,$0-75,True,321.0,Highly Available
1001315,Entire home/apt in St. George,501315,Host1315,f,Staten Island,St. George,40.584549,-74.158367,Entire home/apt,96.43,2,36,2026-02-16,2.39,3,61,$75-150,False,200.0,Sometimes Available
1001316,Entire home/apt in Bedford-Stuyvesant,501316,Host1316,f,Brooklyn,Bedford-Stuyvesant,40.707601,-73.945338,Entire home/apt,137.55,14,9,2026-06-11,0.39,3,109,$75-150,False,85.0,Sometimes Available
1001317,Private room in Hell's Kitchen,501317,Host1317,t,Manhattan,Hell's Kitchen,40.732859,-73.975461,Private room,174.88,2,19,2026-04-26,0.87,1,88,$150-250,True,131.0,Sometimes Available
1001318,Private room in Upper West Side,501318,Host1318,f,Manhattan,Upper West Side,40.730198,-73.958282,Private room,158.03,5,56,2025-10-13,4.55,1,69,$150-250,False,326.0,Sometimes Available
1001319,Entire home/apt in Bedford-Stuyvesant,501319,Host1319,t,Brooklyn,Bedford-Stuyvesant,40.70104,-73.931791,Entire home/apt,167.24,14,53,2026-07-07,1.13,1,256,$150-250,True,59.0,Highly Available
1001320,Private room in Hell's Kitchen,501320,Host1320,t,Manhattan,Hell's Kitchen,40.784308,-73.98124,Private room,118.25,3,18,2026-07-20,0.53,1,107,$75-150,True,46.0,Sometimes Available
1001321,Entire home/apt in Williamsburg,501321,Host1321,f,Brooklyn,Williamsburg,40.674497,-73.948351,Entire home/apt,198.91,5,0,,0.0,2,78,$150-250,False,,Sometimes Available
1001322,Private room in Greenpoint,501322,Host1322,f,Brooklyn,Greenpoint,40.676373,-73.927435,Private room,113.91,3,14,2026-04-11,0.7,1,255,$75-150,False,146.0,Highly Available
1001323,Entire home/apt in Financial District,501323,Host1323,t,Manhattan,Financial District,40.753223,-73.996352,Entire home/apt,404.45,5,105,2026-06-15,3.65,10,250,$400+,True,81.0,Highly Available
1001324,Entire home/apt in Hell's Kitchen,501324,Host1324,f,Manhattan,Hell's Kitchen,40.776799,-73.980564,Entire home/apt,284.83,5,37,2026-07-17,5.34,1,76,$250-400,False,49.0,Sometimes Available
1001325,Entire home/apt in Flushing,501325,Host1325,f,Queens,Flushing,40.717778,-73.809956,Entire home/apt,302.5,2,24,2026-07-09,1.89,1,57,$250-400,False,57.0,Sometimes Available
1001326,Shared room in Upper West Side,501326,Host1326,f,Manhattan,Upper West Side,40.790424,-73.968218,Shared room,151.7,30,51,2026-03-29,2.31,2,205,$150-250,False,159.0,Highly Available
1001327,Shared room in Greenpoint,501327,Host1327,f,Brooklyn,Greenpoint,40.675577,-73.949624,Shared room,66.88,7,13,2026-07-28,0.67,1,21,$0-75,False,38.0,Rarely Available
1001328,Entire home/apt in Fordham,501328,Host1328,f,Bronx,Fordham,40.80906,-73.888167,Entire home/apt,88.2,3,36,2026-04-25,1.34,1,90,$75-150,False,132.0,Sometimes Available
1001329,Entire home/apt in Crown Heights,501329,Host1329,f,Brooklyn,Crown Heights,40.692478,-73.908285,Entire home/apt,133.33,3,10,2026-07-10,0.42,10,77,$75-150,False,56.0,Sometimes Available
1001330,Private room in Harlem,501330,Host1330,t,Manhattan,Harlem,40.809385,-73.947045,Private room,140.87,7,35,2025-11-03,0.96,1,190,$75-150,True,305.0,Highly Available
1001331,Shared room in Park Slope,501331,Host1331,f,Brooklyn,Park Slope,40.686361,-73.964894,Shared room,65.74,3,0,,0.0,1,104,$0-75,False,,Sometimes Available
1001332,Entire home/apt in Greenpoint,501332,Host1332,f,Brooklyn,Greenpoint,40.672966,-73.898865,Entire home/apt,196.71,1,19,2025-10-27,2.07,3,96,$150-250,False,312.0,Sometimes Available
1001333,Private room in Williamsburg,501333,Host1333,f,Brooklyn,Williamsburg,40.671724,-73.928311,Private room,104.56,1,23,2026-07-03,0.5,1,22,$75-150,False,63.0,Rarely Available
1001334,Entire home/apt in Astoria,501334,Host1334,f,Queens,Astoria,40.72278,-73.814602,Entire home/apt,143.11,7,33,2026-02-25,0.76,1,83,$75-150,False,191.0,Sometimes Available
1001335,Entire home/apt in Williamsburg,501335,Host1335,f,Brooklyn,Williamsburg,40.654927,-73.930454,Entire home/apt,326.29,7,6,2026-06-04,0.49,1,137,$250-400,False,92.0,Sometimes Available
1001336,Private room in Midtown,501336,Host1336,f,Manhattan,Midtown,40.796073,-73.967493,Private room,91.14,14,19,2026-05-22,0.45,1,134,$75-150,False,105.0,Sometimes Available
1001337,Private room in Upper West Side,501337,Host1337,f,Manhattan,Upper West Side,40.736456,-74.000677,Private room,159.65,1,2,2026-06-29,0.06,1,298,$150-250,False,67.0,Highly Available
1001338,Private room in Chelsea,501338,Host1338,f,Manhattan,Chelsea,40.775795,-73.959441,Private room,93.07,1,3,2025-09-03,0.32,3,90,$75-150,False,366.0,Sometimes Available
1001339,Private room in Park Slope,501339,Host1339,f,Brooklyn,Park Slope,40.665577,-73.982317,Private room,95.36,1,14,2026-07-22,0.65,1,32,$75-150,False,44.0,Sometimes Available
1001340,Entire home/apt in Bushwick,501340,Host1340,f,Brooklyn,Bushwick,40.691106,-73.956003,Entire home/apt,170.61,1,65,2026-07-07,2.39,1,161,$150-250,False,59.0,Sometimes Available
1001341,Entire home/apt in Mott Haven,501341,Host1341,f,Bronx,Mott Haven,40.81906,-73.861253,Entire home/apt,135.05,2,28,2026-07-25,0.93,10,263,$75-150,False,41.0,Highly Available
1001342,Private room in Jamaica,501342,Host1342,t,Queens,Jamaica,40.755904,-73.789927,Private room,95.97,1,24,2026-05-23,0.52,1,186,$75-150,True,104.0,Highly Available
1001343,Entire home/apt in Astoria,501343,Host1343,f,Queens,Astoria,40.69574,-73.79261,Entire home/apt,106.85,3,142,2026-07-09,9.01,1,245,$75-150,False,57.0,Highly Available
1001344,Private room in Fordham,501344,Host1344,f,Bronx,Fordham,40.807408,-73.90844,Private room,58.63,1,18,2026-03-28,1.44,1,241,$0-75,False,160.0,Highly Available
1001345,Entire home/apt in Fordham,501345,Host1345,t,Bronx,Fordham,40.864069,-73.855054,Entire home/apt,190.07,1,9,2026-08-01,0.37,1,47,$150-250,True,34.0,Sometimes Available
1001346,Private room in East Village,501346,Host1346,f,Manhattan,East Village,40.804595,-73.965893,Private room,165.53,2,33,2025-09-24,0.89,1,223,$150-250,False,345.0,Highly Available
1001347,Hotel room in Midtown,501347,Host1347,f,Manhattan,Midtown,40.765436,-73.973952,Hotel room,553.4843000000001,1,4,2026-04-25,0.17,1,249,$400+,False,132.0,Highly Available
1001348,Private room in Upper West Side,501348,Host1348,f,Manhattan,Upper West Side,40.759922,-73.946669,Private room,185.95,7,14,2026-07-24,0.31,1,309,$150-250,False,42.0,Highly Available
1001349,Private room in Bushwick,501349,Host1349,f,Brooklyn,Bushwick,40.658503,-73.923682,Private room,92.31,1,16,2026-07-05,0.44,5,290,$75-150,False,61.0,Highly Available
1001350,Entire home/apt in Jamaica,501350,Host1350,f,Queens,Jamaica,40.742736,-73.783592,Entire home/apt,85.18,1,31,2026-07-22,1.17,2,162,$75-150,False,44.0,Sometimes Available
1001351,Entire home/apt in Mott Haven,501351,Host1351,f,Bronx,Mott Haven,40.833882,-73.914849,Entire home/apt,61.54,3,19,2026-07-12,1.11,2,243,$0-75,False,54.0,Highly Available
1001352,Private room in Jamaica,501352,Host1352,t,Queens,Jamaica,40.713689,-73.783251,Private room,103.52,3,22,2026-06-07,2.67,1,119,$75-150,True,89.0,Sometimes Available
1001353,Entire home/apt in Bedford-Stuyvesant,501353,Host1353,f,Brooklyn,Bedford-Stuyvesant,40.680441,-73.928273,Entire home/apt,130.5,7,8,2026-07-07,0.29,1,98,$75-150,False,59.0,Sometimes Available
1001354,Hotel room in Astoria,501354,Host1354,f,Queens,Astoria,40.749786,-73.832472,Hotel room,35.18,2,8,2026-06-19,0.17,3,3,$0-75,False,77.0,Rarely Available
1001355,Private room in Riverdale,501355,Host1355,f,Bronx,Riverdale,40.819115,-73.857102,Private room,120.97,2,116,2026-07-28,3.66,1,83,$75-150,False,38.0,Sometimes Available
1001356,Entire home/apt in Ridgewood,501356,Host1356,f,Queens,Ridgewood,40.701969,-73.785441,Entire home/apt,281.04,1,4,2026-03-24,0.1,3,293,$250-400,False,164.0,Highly Available
1001357,Entire home/apt in Crown Heights,501357,Host1357,f,Brooklyn,Crown Heights,40.698791,-73.95397,Entire home/apt,97.97,1,45,2026-07-29,1.3,1,71,$75-150,False,37.0,Sometimes Available
1001358,Entire home/apt in Bedford-Stuyvesant,501358,Host1358,f,Brooklyn,Bedford-Stuyvesant,40.700439,-73.97475,Entire home/apt,373.2,3,29,2026-05-18,1.73,1,76,$250-400,False,109.0,Sometimes Available
1001359,Entire home/apt in Tottenville,501359,Host1359,f,Staten Island,Tottenville,40.550781,-74.196888,Entire home/apt,197.17,3,17,2026-02-16,0.76,1,189,$150-250,False,200.0,Highly Available
1001360,Entire home/apt in Bushwick,501360,Host1360,t,Brooklyn,Bushwick,40.677627,-73.901992,Entire home/apt,59.77,2,7,2026-02-07,0.2,1,184,$0-75,True,209.0,Highly Available
1001361,Entire home/apt in Williamsburg,501361,Host1361,f,Brooklyn,Williamsburg,40.697553,-73.946341,Entire home/apt,178.08,3,31,2026-05-01,1.42,1,0,$150-250,False,126.0,Rarely Available
1001362,Private room in Long Island City,501362,Host1362,f,Queens,Long Island City,40.771395,-73.787718,Private room,73.5,1,1,2026-07-04,0.03,10,179,$0-75,False,62.0,Sometimes Available
1001363,Entire home/apt in Upper West Side,501363,Host1363,f,Manhattan,Upper West Side,40.760977,-74.007094,Entire home/apt,130.39,2,0,,0.0,1,262,$75-150,False,,Highly Available
1001364,Private room in Astoria,501364,Host1364,f,Queens,Astoria,40.770854,-73.765208,Private room,20.0,1,24,2026-07-30,2.42,1,198,$0-75,False,36.0,Highly Available
1001365,Private room in Bedford-Stuyvesant,501365,Host1365,f,Brooklyn,Bedford-Stuyvesant,40.65445,-73.934742,Private room,193.01,1,18,2026-06-21,0.58,1,120,$150-250,False,75.0,Sometimes Available
1001366,Entire home/apt in East Village,501366,Host1366,f,Manhattan,East Village,40.783204,-74.007395,Entire home/apt,553.4843000000001,5,24,2026-07-06,3.55,1,110,$400+,False,60.0,Sometimes Available
1001367,Private room in Chelsea,501367,Host1367,f,Manhattan,Chelsea,40.744558,-73.96723,Private room,94.04,1,16,2026-03-25,0.37,1,5,$75-150,False,163.0,Rarely Available
1001368,Private room in Jamaica,501368,Host1368,f,Queens,Jamaica,40.736696,-73.821566,Private room,68.36,3,39,2026-07-02,1.88,1,135,$0-75,False,64.0,Sometimes Available
1001369,Entire home/apt in Crown Heights,501369,Host1369,t,Brooklyn,Crown Heights,40.682326,-73.941669,Entire home/apt,108.9,1,18,2025-12-23,1.03,2,0,$75-150,True,255.0,Rarely Available
1001370,Private room in Financial District,501370,Host1370,f,Manhattan,Financial District,40.765729,-73.982394,Private room,204.95,1,45,2026-04-07,1.88,1,260,$150-250,False,150.0,Highly Available
1001371,Entire home/apt in East Village,501371,Host1371,f,Manhattan,East Village,40.78549,-73.939978,Entire home/apt,174.03,5,32,2025-04-03,2.41,1,148,$150-250,False,519.0,Sometimes Available
1001372,Private room in Ridgewood,501372,Host1372,f,Queens,Ridgewood,40.725993,-73.785105,Private room,62.63,1,23,2026-01-18,0.83,1,129,$0-75,False,229.0,Sometimes Available
1001373,Private room in Bedford-Stuyvesant,501373,Host1373,f,Brooklyn,Bedford-Stuyvesant,40.653515,-73.971154,Private room,104.5,5,11,2026-07-03,1.15,2,313,$75-150,False,63.0,Highly Available
1001374,Private room in DUMBO,501374,Host1374,f,Brooklyn,DUMBO,40.694804,-73.95626,Private room,201.02,2,42,2026-07-17,0.95,1,0,$150-250,False,49.0,Rarely Available
1001375,Private room in Riverdale,501375,Host1375,f,Bronx,Riverdale,40.835668,-73.91105,Private room,29.77,3,95,2026-06-23,2.34,1,100,$0-75,False,73.0,Sometimes Available
1001376,Shared room in DUMBO,501376,Host1376,f,Brooklyn,DUMBO,40.690081,-73.963503,Shared room,113.69,30,37,2026-05-05,0.86,1,319,$75-150,False,122.0,Highly Available
1001377,Shared room in Fordham,501377,Host1377,f,Bronx,Fordham,40.851638,-73.888683,Shared room,20.0,14,11,2026-07-10,0.58,3,191,$0-75,False,56.0,Highly Available
1001378,Entire home/apt in Fordham,501378,Host1378,f,Bronx,Fordham,40.867191,-73.877317,Entire home/apt,161.35,7,9,2026-01-26,0.44,3,134,$150-250,False,221.0,Sometimes Available
1001379,Entire home/apt in Hell's Kitchen,501379,Host1379,t,Manhattan,Hell's Kitchen,40.788699,-73.945914,Entire home/apt,264.95,30,34,2026-05-07,0.83,1,195,$250-400,True,120.0,Highly Available
1001380,Entire home/apt in Greenpoint,501380,Host1380,t,Brooklyn,Greenpoint,40.680742,-73.937323,Entire home/apt,95.69,1,39,2026-07-29,0.89,1,327,$75-150,True,37.0,Highly Available
1001381,Private room in St. George,501381,Host1381,t,Staten Island,St. George,40.565393,-74.154647,Private room,20.0,1,6,2026-02-28,0.57,2,218,$0-75,True,188.0,Highly Available
1001382,Private room in Flushing,501382,Host1382,f,Queens,Flushing,40.721431,-73.780847,Private room,47.23,30,2,2026-06-26,0.07,2,150,$0-75,False,70.0,Sometimes Available
1001383,Private room in DUMBO,501383,Host1383,f,Brooklyn,DUMBO,40.709334,-73.934654,Private room,31.23,14,6,2026-05-24,0.5,3,342,$0-75,False,103.0,Highly Available
1001384,Shared room in Long Island City,501384,Host1384,t,Queens,Long Island City,40.715635,-73.807029,Shared room,73.19,1,20,2026-06-20,0.59,3,44,$0-75,True,76.0,Sometimes Available
1001385,Private room in Astoria,501385,Host1385,f,Queens,Astoria,40.748372,-73.776778,Private room,26.09,1,18,2026-05-10,1.22,1,154,$0-75,False,117.0,Sometimes Available
1001386,Private room in Jamaica,501386,Host1386,f,Queens,Jamaica,40.76067,-73.775189,Private room,75.14,14,49,2026-05-11,7.06,2,108,$75-150,False,116.0,Sometimes Available
1001387,Private room in Fordham,501387,Host1387,f,Bronx,Fordham,40.820775,-73.887458,Private room,39.94,7,17,2026-06-14,0.48,1,365,$0-75,False,82.0,Highly Available
1001388,Entire home/apt in Bedford-Stuyvesant,501388,Host1388,f,Brooklyn,Bedford-Stuyvesant,40.674944,-73.985784,Entire home/apt,157.08,2,23,2026-07-07,0.5,5,246,$150-250,False,59.0,Highly Available
1001389,Entire home/apt in Riverdale,501389,Host1389,f,Bronx,Riverdale,40.857544,-73.886336,Entire home/apt,132.02,7,4,2026-04-13,0.15,1,81,$75-150,False,144.0,Sometimes Available
1001390,Entire home/apt in Chelsea,501390,Host1390,f,Manhattan,Chelsea,40.797735,-73.957575,Entire home/apt,116.99,2,23,2025-08-17,1.4,1,232,$75-150,False,383.0,Highly Available
1001391,Private room in Bedford-Stuyvesant,501391,Host1391,t,Brooklyn,Bedford-Stuyvesant,40.668408,-73.942271,Private room,61.0,3,35,2026-04-17,1.46,10,0,$0-75,True,140.0,Rarely Available
1001392,Private room in Chelsea,501392,Host1392,t,Manhattan,Chelsea,40.780361,-73.936802,Private room,39.37,2,49,2026-01-04,2.58,1,0,$0-75,True,243.0,Rarely Available
1001393,Private room in Hell's Kitchen,501393,Host1393,f,Manhattan,Hell's Kitchen,40.794542,-73.985142,Private room,247.45,1,39,2026-05-13,0.85,1,95,$150-250,False,114.0,Sometimes Available
1001394,Entire home/apt in Flushing,501394,Host1394,f,Queens,Flushing,40.734605,-73.774355,Entire home/apt,87.32,2,35,2026-06-30,1.43,2,15,$75-150,False,66.0,Rarely Available
1001395,Entire home/apt in Jamaica,501395,Host1395,t,Queens,Jamaica,40.707091,-73.813934,Entire home/apt,149.66,1,43,2026-07-17,1.12,1,152,$75-150,True,49.0,Sometimes Available
1001396,Private room in Long Island City,501396,Host1396,f,Queens,Long Island City,40.769207,-73.815361,Private room,76.71,7,12,2026-06-14,0.29,1,0,$75-150,False,82.0,Rarely Available
1001397,Entire home/apt in Chelsea,501397,Host1397,f,Manhattan,Chelsea,40.758777,-73.969655,Entire home/apt,508.17,3,63,2026-06-15,1.95,3,0,$400+,False,81.0,Rarely Available
1001398,Private room in Hell's Kitchen,501398,Host1398,f,Manhattan,Hell's Kitchen,40.761838,-73.984773,Private room,95.95,1,46,2026-04-01,6.44,1,246,$75-150,False,156.0,Highly Available
1001399,Entire home/apt in Mott Haven,501399,Host1399,f,Bronx,Mott Haven,40.843054,-73.885748,Entire home/apt,129.45,2,6,2026-06-19,0.18,3,250,$75-150,False,77.0,Highly Available
1001400,Private room in Jamaica,501400,Host1400,f,Queens,Jamaica,40.74207,-73.774112,Private room,43.62,2,44,2025-08-09,2.25,1,305,$0-75,False,391.0,Highly Available
1001401,Private room in Chelsea,501401,Host1401,f,Manhattan,Chelsea,40.795553,-73.974085,Private room,148.43,2,5,2026-06-15,0.18,1,0,$75-150,False,81.0,Rarely Available
1001402,Entire home/apt in Long Island City,501402,Host1402,f,Queens,Long Island City,40.688564,-73.770464,Entire home/apt,96.19,1,20,2026-05-24,0.43,10,273,$75-150,False,103.0,Highly Available
1001403,Entire home/apt in Upper West Side,501403,Host1403,f,Manhattan,Upper West Side,40.78982,-73.972509,Entire home/apt,286.46,1,51,2026-07-07,4.72,1,69,$250-400,False,59.0,Sometimes Available
1001404,Entire home/apt in Jamaica,501404,Host1404,f,Queens,Jamaica,40.749821,-73.788997,Entire home/apt,121.85,1,13,2026-04-26,0.33,1,150,$75-150,False,131.0,Sometimes Available
